,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_HWP,Alkaline_HWP,Neutral_HWP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_Onset
0,10.1021/acsami.1c10671,Peoples R China,Hunan Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2021-10-21,17,NaN,NaN,NaN,"Furthermore, CoNi/NHCS-TUC-3 provides the lowest potential difference (Delta E = E-j=10 - E-1/2) of 0.806 V",No pH key word.10.1021/acsami.1c10671,NaN,NaN,NaN,C,Co,N,Ni,Zn,None,None,None,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1006/jcat.1999.2489,CA 95616 USA,Univ Calif Davis,JOURNAL OF CATALYSIS,8.047,1999-07-01,31,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1006/jcat.1999.2489,NaN,NaN,NaN,Al,C,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3390/catal9050435,Germany,Clariant AG,CATALYSTS,4.501,2019-07-09,3,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.3390/catal9050435,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/smll.201400781,Australia,Griffith Univ,SMALL,15.153,2014-08-27,127,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1002/smll.201400781,NaN,NaN,NaN,C,N,None,None,None,None,None,None,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2015.10.039,Peoples R China,Hong Kong Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2015-12-14,10,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.ijhydene.2015.10.039,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/2.077404jes,South Africa,Univ Western Cape,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,2014-05-11,19,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1149/2.077404jes,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.126354,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.cej.2020.126354,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2021.11.024,Peoples R China,China Univ Petr,CARBON,11.307,2022-02-02,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1016/j.carbon.2021.11.024,NaN,NaN,NaN,C,Li,Mg,O,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/acs.energyfuels.1c01253,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/acs.energyfuels.1c01253,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/j100115a043,SPAIN,UNIV SEVILLA,JOURNAL OF PHYSICAL CHEMISTRY,4.173,1993-04-01,9,NaN,NaN,NaN,NaN,Error in finding HWP keyword.10.1021/j100115a043,NaN,NaN,NaN,O,Pr,Rh,Ti,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
