Warning_OER,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1016/j.jechem.2021.11.013,Peoples R China,Jinan Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,9/4/2022,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jechem.2021.11.013,NaN,NaN,NaN,Co,O,P,Zn,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/jctb.5560,Peoples R China,209 Daxue St,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,3.709,12/28/2018,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/jctb.5560,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.mtsust.2021.100060,Portugal,Int Iberian Nanotechnol Lab INL,MATERIALS TODAY SUSTAINABILITY,7.244,4/22/2021,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.mtsust.2021.100060,NaN,NaN,NaN,B,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.20964/2019.07.52,Peoples R China,East China Univ Sci & Technol,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,1.541,7/24/2019,8,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.20964/2019.07.52,NaN,NaN,NaN,Ce,Ni,O,None,None,None,None,None,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.ssnmr.2016.03.002,Peoples R China,Chinese Acad Sci,SOLID STATE NUCLEAR MAGNETIC RESONANCE,2.812,4/20/2016,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ssnmr.2016.03.002,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41467-019-12997-7,Peoples R China,Jilin Univ,NATURE COMMUNICATIONS,17.694,12/6/2019,230,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/s41467-019-12997-7,NaN,NaN,NaN,Co,Mo,S,None,None,None,None,None,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsaem.8b01993,Peoples R China,East China Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,3/12/2019,12,NaN,NaN,NaN,"The materials showed an overpotential of 142 mV at 10 mA.cm(-2) and a Tafel slope of 68 mV.dec(-1), which are among the best results ever obtained by the similar materials",No pH key word.10.1021/acsaem.8b01993,NaN,NaN,NaN,C,Mo,S,None,None,None,None,None,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,10.1002/eem2.12292,Peoples R China,Zhengzhou Univ,ENERGY & ENVIRONMENTAL MATERIALS,13.443,5/3/2022,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/eem2.12292,NaN,NaN,NaN,Pd,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cplett.2019.136748,Peoples R China,Zhengzhou Univ Light Ind,CHEMICAL PHYSICS LETTERS,2.719,10/9/2019,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cplett.2019.136748,NaN,NaN,NaN,Cu,O,Zn,None,None,None,None,None,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,10.1039/c6ta05618k,Singapore,Natl Univ Singapore,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/1/2016,93,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c6ta05618k,NaN,NaN,NaN,Ni,S,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.mtphys.2020.100312,Peoples R China,Dalian Univ Technol,MATERIALS TODAY PHYSICS,11.021,3/14/2021,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.mtphys.2020.100312,NaN,NaN,NaN,C,Mg,N,O,None,None,None,None,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/sstr.202000033,Peoples R China,Jiangnan Univ,SMALL STRUCTURES,11.343,11/1/2020,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/sstr.202000033,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1016/j.jpowsour.2020.228620,Peoples R China,Huazhong Univ Sci & Technol,JOURNAL OF POWER SOURCES,9.794,10/12/2020,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jpowsour.2020.228620,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/d0cp02974b,Brazil,CEFET MG,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,12/22/2020,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0cp02974b,NaN,NaN,NaN,Al,O,Si,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10562-013-1112-5,India,Indian Inst Chem Technol,CATALYSIS LETTERS,2.936,2/1/2014,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s10562-013-1112-5,NaN,NaN,NaN,Fe,O,Ti,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/j100163a032,"NAGAOKA UNIV TECHNOL,CTR ANAL,NIIGATA 94021,JAPAN","NAGAOKA UNIV TECHNOL,CTR ANAL,NIIGATA 94021,JAPAN",JOURNAL OF PHYSICAL CHEMISTRY,4.173,5/16/1991,176,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/j100163a032,NaN,NaN,NaN,Na,O,Ru,Ti,Xe,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1ra07275g,Peoples R China,Huazhong Agr Univ,RSC ADVANCES,4.036,11/18/2021,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1ra07275g,NaN,NaN,NaN,C,N,Na,Ni,O,S,None,None,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1039/c8ta04886j,South Korea,Inst for Basic Sci Korea,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,44,NaN,NaN,NaN,"In overall water splitting, the CIS@Ir48Ru52 NPs achieve a current density of 10 mA cm(-2) at a cell voltage of only 1.47 V in 0.1 M HClO4 electrolyte and show negligible degradation after 100 h of continuous operation in the stability test.",Error in finding OVP values.10.1039/c8ta04886j,NaN,NaN,NaN,C,I,Ir,Ru,S,None,None,None,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.catcom.2020.105928,Peoples R China,China West Normal Univ,CATALYSIS COMMUNICATIONS,3.51,4/23/2020,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.catcom.2020.105928,NaN,NaN,NaN,O,Zn,None,None,None,None,None,None,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.0c02983,Germany,Fraunhofer UMSICHT,ACS CATALYSIS,13.7,1/20/2021,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acscatal.0c02983,NaN,NaN,NaN,C,Cu,O,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.molcata.2007.12.005,Peoples R China,Nanchang Univ,JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,5.008,3/3/2008,162,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.molcata.2007.12.005,NaN,NaN,NaN,N,O,Ti,Y,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2020.09.103,Peoples R China,Xiangtan Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,1/5/2021,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jcis.2020.09.103,NaN,NaN,NaN,B,C,N,Ti,None,None,None,None,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2020.136868,Peoples R China,Jilin Normal Univ,ELECTROCHIMICA ACTA,7.336,11/17/2020,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.electacta.2020.136868,NaN,NaN,NaN,Mo,S,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0ra10829d,India,Natl Chem Lab,RSC ADVANCES,4.036,6/1/2021,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0ra10829d,NaN,NaN,NaN,S,None,None,None,None,None,None,None,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10.1016/j.mtphys.2020.100317,Peoples R China,Nanjing Univ,MATERIALS TODAY PHYSICS,11.021,3/14/2021,11,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.mtphys.2020.100317,NaN,NaN,NaN,Fe,O,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2011.11.090,Spain,CSIC,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,6/6/2012,24,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2011.11.090,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201406638,Japan,Kyushu Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,12/24/2014,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.201406638,NaN,NaN,NaN,Ca,O,Ta,Tb,None,None,None,None,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.3389/fchem.2022.907510,Italy,Univ Ferrara,FRONTIERS IN CHEMISTRY,5.545,6/17/2022,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3389/fchem.2022.907510,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
