,Left_Hand_Side,Right_Hand_Side,Support,Confidence,Lift
0,"('Judge_2D_True', 'Judge_Etching_True')","('Qualified',)",0.00423728813559322,0.26666666666666666,3.496296296296296
0,"('Fe', 'Judge_Urchin_True')","('Qualified',)",0.00423728813559322,0.25,3.2777777777777777
0,"('Judge_3D_True', 'Judge_Etching_True')","('Qualified',)",0.005296610169491525,0.23255813953488372,3.049095607235142
0,"('Judge_Hydroxide_Oxyhydroxide_True', 'S')","('Qualified',)",0.004766949152542373,0.23076923076923078,3.0256410256410255
0,"('Judge_2D_False', 'B')","('Qualified',)",0.00423728813559322,0.2285714285714286,2.996825396825397
0,"('Ni', 'Judge_Etching_True')","('Qualified',)",0.006885593220338983,0.22413793103448273,2.9386973180076623
0,"('Fe', 'Judge_Etching_True')","('Qualified',)",0.006355932203389831,0.2105263157894737,2.760233918128655
0,"('Cu', 'Ni')","('Qualified',)",0.004766949152542373,0.2093023255813954,2.7441860465116283
0,"('Judge_Hollow_False', 'Judge_Etching_True')","('Qualified',)",0.006355932203389831,0.2,2.6222222222222222
0,"('Qualified',)","('S', 'Judge_3D_True')",0.015889830508474576,0.20833333333333331,2.3001949317738792
0,"('Qualified',)","('Judge_Hydroxide_Oxyhydroxide_True', 'Judge_heterostructures_False')",0.01694915254237288,0.2222222222222222,2.1405895691609977
0,"('Qualified',)","('Fe', 'Judge_3D_True')",0.02754237288135593,0.3611111111111111,2.104252400548697
0,"('Qualified',)","('Judge_Hydroxide_Oxyhydroxide_True', 'Ni')",0.017478813559322032,0.22916666666666663,1.9315476190476186
0,"('Qualified',)","('Judge_COF_False', 'Judge_Hydroxide_Oxyhydroxide_True')",0.0211864406779661,0.27777777777777773,1.9070707070707067
0,"('Qualified',)","('Judge_Hydroxide_Oxyhydroxide_True', 'Judge_Hollow_False')",0.018538135593220338,0.24305555555555552,1.8806921675774133
0,"('Qualified',)","('Judge_3D_True', 'Judge_2D_True')",0.021716101694915255,0.2847222222222222,1.8536398467432949
