,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_HER
0,10.1002/aesr.202100055,Australia,Univ Sydney,NaN,0,2022-05-03,2,NaN,206.0,NaN,"Remarkably, a Ni0.9Fe0.1 MOF fabricated and based on the proposed electronegative equilibrium rationales, delivers a low overpotential of 206mV at 10mAcm(-2) and 270mV at 50mAcm(-2) along with a long-term stability in 1m KOH, superior than the previous reported catalysts","Normal,only alkaline.",0,1,0,Fe,Ni,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/ente.202100469,Chile,Univ Talca,ENERGY TECHNOLOGY,4.149,2021-12-01,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/ente.202100469,NaN,NaN,NaN,O,P,Ti,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s42452-020-2537-2,India,RV Coll Engn,SN APPLIED SCIENCES,0.37,2020-06-11,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s42452-020-2537-2,NaN,NaN,NaN,O,Zn,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.5004/dwt.2018.21905,Algeria,Univ Abdelhamid Benbadis,DESALINATION AND WATER TREATMENT,1.273,2018-10-01,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.5004/dwt.2018.21905,NaN,NaN,NaN,O,Ti,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1590/S0100-40422008000300010,Brazil,Univ Fed Lavras,QUIMICA NOVA,1.145,2008-01-01,27,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1590/S0100-40422008000300010,NaN,NaN,NaN,Fe,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.2166/wst.2010.151,Spain,Univ Autonoma Madrid,WATER SCIENCE AND TECHNOLOGY,2.43,2010-01-01,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.2166/wst.2010.151,NaN,NaN,NaN,Fe,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.apcata.2003.12.006,CT 06520 USA,Yale Univ,APPLIED CATALYSIS A-GENERAL,5.723,2004-06-10,103,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcata.2003.12.006,NaN,NaN,NaN,Al,O,Pd,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/acs.est.1c01277,Peoples R China,Sun Yat Sen Univ,ENVIRONMENTAL SCIENCE & TECHNOLOGY,11.357,2021-07-21,23,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.est.1c01277,NaN,NaN,NaN,C,Fe,O,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/c7ta02179h,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2017-05-28,122,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c7ta02179h,NaN,NaN,NaN,Bi,O,V,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apsusc.2018.09.093,Brazil,Univ Fed Rio Grande do Sul,APPLIED SURFACE SCIENCE,7.392,2018-12-28,22,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2018.09.093,NaN,NaN,NaN,O,Ti,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
