,Left_Hand_Side,Right_Hand_Side,Support,Confidence,Lift
0,"('Qualified',)","('Pt', 'Judge_3D_False')",0.05803571428571429,0.20634920634920637,3.555555555555556
0,"('Qualified',)","('Pt', 'Judge_Hollow_False')",0.05803571428571429,0.20634920634920637,3.555555555555556
0,"('Ag',)","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Au',)","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Judge_Carbon_Cloth_True',)","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Judge_Electrochemical_Corrosion_True',)","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Judge_Film_True',)","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Pb',)","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'C')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_1D_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_2D_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_3D_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Amorphous_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Biomass_Slag_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_CNT_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_COF_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Carbon_Cloth_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Co_Precipitation_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Conductive_Polymer_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Core_Shell_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Electrochemical_Corrosion_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Electrochemical_Deposition_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Electrospin_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Etching_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Film_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Functionalized_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Graphdiyne_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Graphene_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Hollow_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Hydrothermal_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Hydroxide_Oxyhydroxide_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_IL_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Light_Deposition_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_MOF_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_MXene_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Microwave_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Molten_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Nanoparticles_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Organic_Inorganic_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Perovskite_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Phys_Chem_Deposition_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Plasma_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Polymer_Complex_Chelate_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Polymetal_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Prussian_Blue_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Pyrochlore_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_QD_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_SAC_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Sol_Gel_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Spinel_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Spray_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Steel_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Template_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Ultrasound_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_Urchin_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_alloy_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_c3n4_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_heterostructures_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Judge_oxalate_False')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'None')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Pd')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Ag', 'Pt')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Au', 'C')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Au', 'Co')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Au', 'Judge_1D_False')","('Qualified',)",0.008928571428571428,1.0,3.5555555555555554
0,"('Au', 'Judge_1D_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Au', 'Judge_2D_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_3D_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Amorphous_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Biomass_Slag_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_CNT_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_COF_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Carbon_Cloth_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Co_Precipitation_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Conductive_Polymer_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Core_Shell_False')","('Qualified',)",0.008928571428571428,1.0,3.5555555555555554
0,"('Au', 'Judge_Core_Shell_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Au', 'Judge_Electrochemical_Corrosion_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Electrochemical_Deposition_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Electrospin_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Etching_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Film_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Functionalized_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Graphdiyne_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Graphene_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Hollow_False')","('Qualified',)",0.008928571428571428,1.0,3.5555555555555554
0,"('Au', 'Judge_Hollow_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Au', 'Judge_Hydrothermal_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Hydroxide_Oxyhydroxide_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_IL_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Light_Deposition_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_MOF_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_MXene_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Microwave_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Molten_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Nanoparticles_False')","('Qualified',)",0.008928571428571428,1.0,3.5555555555555554
0,"('Au', 'Judge_Nanoparticles_True')","('Qualified',)",0.004464285714285714,1.0,3.5555555555555554
0,"('Au', 'Judge_Organic_Inorganic_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Perovskite_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Phys_Chem_Deposition_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Plasma_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Polymer_Complex_Chelate_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Polymetal_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Prussian_Blue_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_Pyrochlore_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_QD_False')","('Qualified',)",0.013392857142857142,1.0,3.5555555555555554
0,"('Au', 'Judge_SAC_False')","('Qualified',)",0.008928571428571428,1.0,3.5555555555555554
